0,1,ma1_5,ma1_7,ma1_10,ma1_20
2011-11-03,78.02,77.81800000000001,77.22571428571416,76.87299999999998,76.78650000000002
2011-11-04,77.98,78.28800000000001,77.52857142857131,77.06299999999997,76.83150000000003
2011-11-05,78.18,78.08800000000001,77.89285714285703,77.27899999999997,76.88650000000004
2011-11-06,78.18,78.09600000000002,78.25714285714274,77.49199999999999,76.93650000000004
2011-11-07,78.11,78.09400000000002,78.10428571428558,77.71699999999998,77.00100000000003
2011-11-08,78.05,78.10000000000002,78.09142857142844,77.95899999999997,77.06950000000003
2011-11-09,77.55,78.01400000000002,78.00999999999986,78.15099999999998,77.11000000000003
2011-11-10,77.7,77.91800000000002,77.96428571428558,78.00299999999997,77.15600000000003
2011-11-11,77.57,77.79600000000002,77.90571428571414,77.94599999999997,77.22450000000002
2011-11-12,77.24,77.62200000000001,77.77142857142842,77.85799999999998,77.27650000000003
2011-11-13,77.24,77.46000000000001,77.6371428571427,77.77999999999997,77.32650000000002
2011-11-14,77.12,77.37400000000001,77.49571428571413,77.69399999999997,77.37850000000003
2011-11-15,77.1,77.254,77.35999999999986,77.58599999999997,77.43250000000003
2011-11-16,77.02,77.144,77.28428571428557,77.46999999999996,77.48100000000002
2011-11-17,77.0,77.096,77.18428571428556,77.35899999999995,77.53800000000004
2011-11-18,76.88,77.024,77.08571428571415,77.24199999999996,77.60050000000004
2011-11-19,76.87,76.974,77.032857142857,77.17399999999996,77.66250000000002
2011-11-20,76.87,76.928,76.97999999999986,77.09099999999997,77.54700000000001
2011-11-21,76.78,76.88,76.93142857142843,77.01199999999997,77.47900000000001
2011-11-22,77.04,76.888,76.92285714285698,76.99199999999996,77.425
2011-11-23,77.01,76.914,76.92142857142842,76.96899999999997,77.3745
2011-11-24,77.05,76.95,76.92857142857126,76.96199999999996,77.328
2011-11-25,77.39,77.054,77.0014285714284,76.99099999999996,77.2885
2011-11-26,77.56,77.21,77.09999999999982,77.04499999999996,77.2575
2011-11-27,77.56,77.314,77.19857142857127,77.10099999999996,77.22999999999999
2011-11-28,77.64,77.43999999999998,77.32142857142841,77.17699999999995,77.2095
2011-11-29,78.06,77.64199999999998,77.46714285714269,77.29599999999995,77.235
2011-11-30,77.89,77.74199999999999,77.59285714285697,77.39799999999994,77.2445
2011-12-01,77.67,77.76399999999998,77.68142857142841,77.48699999999994,77.24950000000001
2011-12-02,77.8,77.81199999999998,77.73999999999982,77.56299999999995,77.2775
2011-12-03,78.035,77.89099999999999,77.80785714285697,77.66549999999994,77.31725000000002
2011-12-04,78.035,77.88599999999998,77.87571428571411,77.76399999999994,77.36300000000001
2011-12-05,77.965,77.90099999999998,77.92214285714269,77.82149999999994,77.40625000000001
2011-12-06,77.771,77.92119999999997,77.88085714285697,77.84259999999995,77.44380000000001
2011-12-07,77.731,77.90739999999997,77.85814285714268,77.85969999999995,77.48035000000002
2011-12-08,77.64,77.82839999999996,77.85385714285698,77.85969999999995,77.51835000000001
2011-12-09,77.573,77.73599999999996,77.82142857142841,77.81099999999995,77.55350000000001
2011-12-10,77.673,77.67759999999996,77.76971428571413,77.78929999999994,77.59365
2011-12-11,77.673,77.65799999999996,77.71799999999985,77.78959999999995,77.6383
2011-12-12,77.653,77.64239999999997,77.67342857142842,77.77489999999996,77.66895000000001
2011-12-13,77.843,77.68299999999996,77.68371428571413,77.75569999999996,77.71060000000001
2011-12-14,77.948,77.75799999999997,77.71471428571412,77.74699999999996,77.75550000000001
2011-12-15,78.062,77.83579999999998,77.77499999999985,77.75669999999995,77.7891
2011-12-16,77.876,77.87639999999996,77.81828571428557,77.76719999999996,77.8049
2011-12-17,77.782,77.90219999999997,77.833857142857,77.77229999999996,77.816
2011-12-18,77.782,77.88999999999996,77.84942857142843,77.78649999999996,77.8231
2011-12-19,77.953,77.89099999999996,77.89228571428556,77.82449999999997,77.81775
2011-12-20,77.98,77.87459999999996,77.911857142857,77.85519999999997,77.82225
2011-12-21,77.791,77.85759999999996,77.88942857142844,77.86699999999996,77.82829999999998
2011-12-22,78.041,77.90939999999996,77.88642857142845,77.90579999999996,77.84034999999999
